Nome,Embalagens_Sustentaveis,Reducao_Desperdicio,Fornecedores_Locais,Emprego_Justo,Envolvimento_Comunitario,Produtos_Saudaveis,Transparencia_Negocios,Cumprimento_Regulamentacao,Etica_Relacionamentos,Conformidade_ESG
FoodTruck11569,0,0,1,1,0,0,0,0,1,0
FoodTruck11570,1,1,1,0,0,0,1,0,1,0
FoodTruck11571,0,0,1,1,1,0,0,0,0,0
FoodTruck11572,1,0,0,1,0,1,0,1,1,0
FoodTruck11573,0,0,0,1,0,0,0,1,0,0
FoodTruck11574,0,1,1,1,1,1,0,1,0,0
FoodTruck11575,1,0,0,0,1,1,0,0,0,0
FoodTruck11576,0,1,1,1,0,1,1,0,1,0
FoodTruck11577,0,1,0,1,0,1,0,0,0,0
FoodTruck11578,1,0,0,0,0,0,1,0,1,0
FoodTruck11579,1,0,1,0,0,1,0,0,1,0
FoodTruck11580,1,0,1,0,0,0,1,1,1,0
FoodTruck11581,1,0,1,0,0,0,1,0,0,0
FoodTruck11582,0,1,0,1,1,1,0,0,1,0
FoodTruck11583,1,1,0,1,0,0,1,0,0,0
FoodTruck11584,1,1,0,0,0,0,1,0,1,0
FoodTruck11585,1,1,0,1,1,1,0,0,1,0
FoodTruck11586,0,1,1,0,0,0,0,0,1,0
FoodTruck11587,1,1,0,1,1,0,1,0,1,0
FoodTruck11588,1,0,1,1,1,0,1,1,0,0
FoodTruck11589,0,0,1,1,1,1,0,1,0,0
FoodTruck11590,0,0,1,0,0,0,0,1,0,0
FoodTruck11591,1,0,0,1,0,1,1,1,1,0
FoodTruck11592,0,1,0,1,0,1,1,0,1,0
FoodTruck11593,0,0,1,0,1,0,0,0,1,0
FoodTruck11594,1,1,0,0,0,0,0,0,0,0
FoodTruck11595,1,1,1,0,0,1,1,1,1,0
FoodTruck11596,1,1,1,1,1,0,0,1,0,0
FoodTruck11597,1,0,1,0,0,1,1,0,1,0
FoodTruck11598,0,0,0,1,1,0,1,0,1,0
FoodTruck11599,1,1,1,0,0,0,0,0,0,0
FoodTruck11600,1,1,0,1,0,1,0,0,1,0
FoodTruck11601,0,1,0,0,1,1,1,0,1,0
FoodTruck11602,1,0,0,1,0,0,0,1,0,0
FoodTruck11603,0,0,0,1,1,0,1,0,0,0
FoodTruck11604,1,0,0,1,0,1,1,1,0,0
FoodTruck11605,0,1,0,0,0,0,1,0,1,0
FoodTruck11606,0,1,1,1,1,0,1,1,1,0
FoodTruck11607,1,1,0,0,0,0,1,1,1,0
FoodTruck11608,1,1,0,0,0,0,0,1,0,0
FoodTruck11609,1,1,1,0,1,0,1,0,0,0
FoodTruck11610,0,0,1,1,1,1,1,1,0,0
FoodTruck11611,0,1,1,0,0,1,1,0,0,0
FoodTruck11612,0,0,1,0,1,0,0,1,0,0
FoodTruck11613,0,1,0,1,0,0,0,0,1,0
FoodTruck11614,0,0,0,1,1,1,1,1,0,0
FoodTruck11615,1,1,1,0,0,0,0,0,1,0
FoodTruck11616,0,0,0,0,0,0,0,1,1,0
FoodTruck11617,1,1,0,0,1,1,1,0,1,0
FoodTruck11618,1,0,1,1,1,1,0,0,0,0
FoodTruck11619,0,1,1,0,1,0,0,1,0,0
FoodTruck11620,0,0,1,1,1,0,0,0,1,0
FoodTruck11621,0,1,0,0,1,1,1,1,1,0
FoodTruck11622,1,0,1,0,1,0,1,0,1,0
FoodTruck11623,0,1,0,0,0,0,1,0,0,0
FoodTruck11624,0,0,1,1,0,0,0,0,1,0
FoodTruck11625,0,1,1,1,0,0,1,0,0,0
FoodTruck11626,0,1,0,0,0,1,0,1,1,0
FoodTruck11627,1,1,0,1,1,1,1,1,1,0
FoodTruck11628,1,0,0,0,0,0,1,1,1,0
FoodTruck11629,0,0,0,1,0,1,0,1,0,0
FoodTruck11630,0,1,1,1,0,1,0,0,1,0
FoodTruck11631,0,1,1,1,1,0,1,1,1,0
FoodTruck11632,0,1,1,1,1,0,0,0,1,0
FoodTruck11633,1,0,0,1,0,1,1,1,1,0
FoodTruck11634,0,0,1,1,0,0,1,1,0,0
FoodTruck11635,0,1,1,1,1,1,0,1,0,0
FoodTruck11636,1,0,0,1,0,0,0,1,0,0
FoodTruck11637,0,1,0,0,1,0,1,1,0,0
FoodTruck11638,0,1,1,0,1,0,1,0,1,0
FoodTruck11639,0,1,1,0,1,1,1,0,1,0
FoodTruck11640,0,0,0,0,0,0,1,1,0,0
FoodTruck11641,1,1,0,0,1,0,1,1,0,0
FoodTruck11642,1,0,0,0,1,0,0,1,1,0
FoodTruck11643,1,0,1,1,0,0,1,0,1,0
FoodTruck11644,1,1,1,1,1,1,1,0,1,0
FoodTruck11645,0,0,1,0,0,1,0,1,0,0
FoodTruck11646,0,1,1,1,0,0,0,1,1,0
FoodTruck11647,0,0,0,1,1,0,1,1,0,0
FoodTruck11648,1,0,0,0,0,1,1,1,1,0
FoodTruck11649,1,1,1,0,1,1,1,0,1,0
FoodTruck11650,1,0,0,0,0,0,1,1,1,0
FoodTruck11651,0,1,1,1,0,1,0,1,0,0
FoodTruck11652,0,1,0,1,0,1,1,0,0,0
FoodTruck11653,1,0,0,1,1,0,1,0,1,0
FoodTruck11654,1,0,0,0,1,1,1,0,0,0
FoodTruck11655,1,0,1,0,0,0,1,1,1,0
FoodTruck11656,1,0,0,0,0,1,1,1,0,0
FoodTruck11657,0,1,1,0,1,0,0,1,1,0
FoodTruck11658,0,0,1,0,1,1,1,0,0,0
FoodTruck11659,1,0,1,0,0,0,0,1,0,0
FoodTruck11660,1,1,0,1,1,1,0,0,0,0
FoodTruck11661,1,0,1,0,0,0,0,0,0,0
FoodTruck11662,0,0,0,0,0,1,1,0,1,0
FoodTruck11663,1,1,1,1,1,1,1,0,0,0
FoodTruck11664,0,1,0,0,0,1,1,1,1,0
FoodTruck11665,0,0,1,1,0,0,0,0,0,0
FoodTruck11666,0,0,1,0,0,1,1,0,0,0
FoodTruck11667,1,0,1,0,1,0,1,1,0,0
FoodTruck11668,0,0,0,1,1,0,1,1,0,0
FoodTruck11669,0,0,0,1,0,0,1,0,1,0
FoodTruck11670,1,1,1,1,1,1,0,0,1,0
FoodTruck11671,0,1,1,1,1,0,1,1,0,0
FoodTruck11672,1,1,1,0,1,1,0,1,0,0
FoodTruck11673,1,0,0,0,0,0,1,1,0,0
FoodTruck11674,1,0,0,1,1,1,0,1,1,0
FoodTruck11675,1,1,1,0,0,1,1,1,0,0
FoodTruck11676,1,0,1,0,0,1,1,0,0,0
FoodTruck11677,1,1,0,1,0,1,0,1,1,0
FoodTruck11678,0,0,1,0,1,0,0,1,0,0
FoodTruck11679,0,0,0,0,0,1,0,1,1,0
FoodTruck11680,1,0,1,0,1,1,1,0,1,0
FoodTruck11681,0,0,0,1,1,1,1,0,0,0
FoodTruck11682,0,1,0,0,1,0,1,0,1,0
FoodTruck11683,1,1,1,0,0,1,1,1,0,0
FoodTruck11684,1,1,1,0,1,1,0,0,0,0
FoodTruck11685,1,1,0,0,0,0,0,1,0,0
FoodTruck11686,0,1,1,0,0,1,1,0,1,0
FoodTruck11687,0,1,0,1,1,1,0,1,0,0
FoodTruck11688,1,1,1,1,0,0,1,1,0,0
FoodTruck11689,1,0,1,1,1,1,1,0,1,0
FoodTruck11690,1,1,1,0,0,0,1,0,1,0
FoodTruck11691,1,0,0,0,1,1,0,1,0,0
FoodTruck11692,1,1,0,1,1,0,1,1,1,0
FoodTruck11693,0,0,0,1,0,0,1,1,0,0
FoodTruck11694,1,1,0,0,0,1,0,1,1,0
FoodTruck11695,0,0,1,0,1,1,1,1,1,0
FoodTruck11696,0,0,1,0,1,1,1,1,0,0
FoodTruck11697,1,1,0,1,1,1,1,0,0,0
FoodTruck11698,0,1,1,1,1,0,0,1,1,0
FoodTruck11699,1,0,1,0,0,1,0,0,1,0
FoodTruck11700,1,1,1,0,0,1,1,1,1,0
FoodTruck11701,0,1,1,0,0,0,1,1,1,0
FoodTruck11702,0,1,1,0,1,0,0,0,0,0
FoodTruck11703,0,1,1,0,0,0,0,0,0,0
FoodTruck11704,1,0,1,1,0,1,1,0,1,0
FoodTruck11705,0,0,0,0,1,0,1,1,1,0
FoodTruck11706,0,0,1,0,0,1,1,0,0,0
FoodTruck11707,1,0,1,1,1,0,1,1,1,0
FoodTruck11708,0,0,1,1,0,1,0,0,1,0
FoodTruck11709,1,0,1,0,1,1,0,1,1,0
FoodTruck11710,1,1,1,1,0,1,0,1,0,0
FoodTruck11711,0,0,1,0,0,0,1,0,1,0
FoodTruck11712,0,0,1,1,0,1,0,0,0,0
FoodTruck11713,1,1,0,1,1,0,0,0,1,0
FoodTruck11714,1,1,1,0,1,0,0,0,1,0
FoodTruck11715,1,1,1,0,0,1,1,0,0,0
FoodTruck11716,1,0,0,0,1,0,1,0,0,0
FoodTruck11717,0,0,0,0,1,1,0,1,0,0
FoodTruck11718,1,0,0,0,0,0,1,1,0,0
FoodTruck11719,1,0,1,1,0,0,1,1,0,0
FoodTruck11720,0,0,1,1,0,0,1,0,1,0
FoodTruck11721,0,0,1,0,1,1,1,1,1,0
FoodTruck11722,0,0,0,1,1,1,0,1,0,0
FoodTruck11723,0,0,0,1,0,0,0,0,1,0
FoodTruck11724,1,1,0,1,1,1,0,1,1,0
FoodTruck11725,0,1,1,1,0,0,0,1,1,0
FoodTruck11726,0,0,0,0,1,1,0,1,0,0
FoodTruck11727,0,0,0,0,0,0,0,1,0,0
FoodTruck11728,1,1,0,0,1,1,0,0,0,0
FoodTruck11729,1,0,1,0,0,1,0,1,0,0
FoodTruck11730,1,0,0,1,0,1,0,0,0,0
FoodTruck11731,0,1,1,1,1,0,1,0,0,0
FoodTruck11732,0,0,0,0,1,0,1,1,0,0
FoodTruck11733,0,0,1,1,1,0,0,0,1,0
FoodTruck11734,1,1,0,1,1,1,1,1,1,0
FoodTruck11735,1,1,1,0,0,0,1,0,0,0
FoodTruck11736,0,0,1,0,0,1,0,1,1,0
FoodTruck11737,0,1,1,1,0,0,1,1,1,0
FoodTruck11738,0,0,0,0,0,1,1,0,1,0
FoodTruck11739,1,1,1,0,1,1,1,0,1,0
FoodTruck11740,1,1,1,0,1,0,1,0,0,0
FoodTruck11741,0,1,0,0,1,0,1,0,1,0
FoodTruck11742,0,0,0,1,1,1,1,1,0,0
FoodTruck11743,1,1,1,1,1,1,0,0,0,0
FoodTruck11744,1,1,1,1,1,0,0,0,1,0
FoodTruck11745,1,1,0,0,0,0,1,0,1,0
FoodTruck11746,0,1,1,0,0,0,0,1,0,0
FoodTruck11747,0,0,1,1,1,0,0,0,1,0
FoodTruck11748,1,0,0,1,1,0,1,0,0,0
FoodTruck11749,1,1,0,1,0,0,1,1,0,0
FoodTruck11750,1,1,1,1,1,1,1,1,1,0
FoodTruck11751,0,1,1,0,0,1,1,1,1,0
FoodTruck11752,1,1,0,1,1,1,1,1,1,0
FoodTruck11753,0,1,0,1,0,0,0,0,1,0
FoodTruck11754,0,1,0,1,0,1,0,0,0,0
FoodTruck11755,0,1,0,0,0,0,1,1,1,0
FoodTruck11756,1,1,0,0,0,1,1,0,0,0
FoodTruck11757,0,0,0,0,1,1,0,1,1,0
FoodTruck11758,0,1,1,1,1,1,1,1,0,0
FoodTruck11759,0,0,1,1,1,0,0,1,1,0
FoodTruck11760,1,1,0,0,0,1,1,1,1,0
FoodTruck11761,0,1,0,1,1,1,0,1,0,0
FoodTruck11762,0,1,1,1,0,0,1,0,0,0
FoodTruck11763,1,1,0,1,1,1,0,0,0,0
FoodTruck11764,1,0,1,1,0,0,1,1,1,0
FoodTruck11765,1,0,1,1,0,0,0,1,0,0
FoodTruck11766,1,0,1,1,0,0,0,0,1,0
FoodTruck11767,0,1,1,1,0,1,0,1,0,0
FoodTruck11768,0,1,1,1,1,0,1,1,0,0
FoodTruck11769,0,0,0,1,1,1,1,1,1,0
FoodTruck11770,1,1,0,1,0,1,0,1,0,0
FoodTruck11771,0,1,1,0,1,1,1,1,0,0
FoodTruck11772,1,0,0,0,1,0,1,1,0,0
FoodTruck11773,0,1,1,1,0,1,0,1,1,0
FoodTruck11774,1,0,1,1,1,1,1,1,0,0
FoodTruck11775,0,0,1,0,1,0,1,1,0,0
FoodTruck11776,1,1,1,0,1,0,1,0,1,0
FoodTruck11777,1,0,0,0,0,1,1,1,0,0
FoodTruck11778,1,0,0,0,1,1,1,1,0,0
FoodTruck11779,0,1,1,1,0,0,0,1,0,0
FoodTruck11780,0,0,1,1,1,1,0,0,1,0
FoodTruck11781,0,1,0,0,1,0,1,0,0,0
FoodTruck11782,0,0,0,0,1,1,0,0,1,0
FoodTruck11783,1,0,0,0,1,0,0,0,1,0
FoodTruck11784,1,1,1,1,0,1,1,1,0,0
FoodTruck11785,0,0,1,1,1,1,0,1,1,0
FoodTruck11786,0,1,0,0,0,1,1,0,1,0
FoodTruck11787,0,1,1,1,1,0,1,1,1,0
FoodTruck11788,1,1,0,1,1,0,1,1,1,0
FoodTruck11789,1,1,1,1,0,0,1,0,0,0
FoodTruck11790,1,1,1,1,0,1,0,0,0,0
FoodTruck11791,1,0,0,1,1,1,1,0,0,0
FoodTruck11792,1,0,1,1,0,1,1,0,0,0
FoodTruck11793,1,1,1,0,0,1,1,0,0,0
FoodTruck11794,0,0,0,1,1,1,0,1,0,0
FoodTruck11795,0,1,1,0,0,0,0,0,0,0
FoodTruck11796,0,1,1,1,1,0,0,0,0,0
FoodTruck11797,1,0,0,0,0,1,1,1,1,0
FoodTruck11798,0,1,1,0,1,1,0,0,1,0
FoodTruck11799,1,0,1,0,0,1,0,0,1,0
FoodTruck11800,0,0,0,1,1,1,1,0,0,0
FoodTruck11801,1,1,0,1,1,1,1,1,1,0
FoodTruck11802,1,1,0,1,0,1,0,1,0,0
FoodTruck11803,0,0,0,0,0,0,0,0,1,0
FoodTruck11804,1,0,1,0,1,0,0,1,0,0
FoodTruck11805,1,1,0,1,0,1,0,1,1,0
FoodTruck11806,0,1,0,1,1,0,1,0,1,0
FoodTruck11807,0,0,0,0,0,1,1,0,1,0
FoodTruck11808,1,1,1,1,1,0,0,0,0,0
FoodTruck11809,1,1,1,1,0,1,1,0,0,0
FoodTruck11810,0,0,0,0,0,0,0,1,0,0
FoodTruck11811,1,1,1,1,0,0,0,0,1,0
FoodTruck11812,1,1,0,1,1,0,0,0,1,0
FoodTruck11813,0,0,1,0,0,0,1,1,0,0
FoodTruck11814,1,1,0,1,1,0,1,1,0,0
FoodTruck11815,0,0,1,1,0,1,0,0,1,0
FoodTruck11816,1,0,0,1,0,0,1,0,1,0
FoodTruck11817,0,0,1,1,1,1,1,0,0,0
FoodTruck11818,1,1,1,1,0,1,0,1,1,0
FoodTruck11819,1,0,1,1,1,1,0,1,1,0
FoodTruck11820,0,0,1,1,0,1,1,0,1,0
FoodTruck11821,1,0,0,1,1,0,1,1,0,0
FoodTruck11822,0,1,0,1,0,0,1,1,0,0
FoodTruck11823,1,1,0,0,0,1,0,0,0,0
FoodTruck11824,0,1,1,0,1,1,0,0,0,0
FoodTruck11825,1,1,1,0,1,0,1,1,1,0
FoodTruck11826,1,1,0,1,1,1,1,1,0,0
FoodTruck11827,0,1,0,0,1,1,0,0,1,0
FoodTruck11828,1,1,0,0,1,0,0,1,1,0
FoodTruck11829,1,0,0,1,1,0,0,0,0,0
FoodTruck11830,0,0,0,0,1,0,1,0,1,0
FoodTruck11831,1,0,0,0,0,1,1,0,1,0
FoodTruck11832,1,0,1,0,0,0,1,1,1,0
FoodTruck11833,0,1,0,1,1,1,0,0,0,0
FoodTruck11834,0,0,1,1,1,1,0,0,1,0
FoodTruck11835,1,1,0,0,0,0,0,1,1,0
FoodTruck11836,1,1,1,0,0,1,0,0,1,0
FoodTruck11837,1,0,1,1,1,0,1,0,1,0
FoodTruck11838,1,0,1,0,1,0,0,0,0,0
FoodTruck11839,1,0,0,1,1,1,1,1,1,0
FoodTruck11840,0,0,0,0,1,0,1,0,1,0
FoodTruck11841,0,0,1,1,1,1,1,1,0,0
FoodTruck11842,0,0,1,0,1,1,1,0,1,0
FoodTruck11843,1,1,0,1,0,0,1,0,1,0
FoodTruck11844,1,0,0,0,1,0,0,1,1,0
FoodTruck11845,0,0,0,1,0,0,0,0,1,0
FoodTruck11846,1,0,0,0,1,0,1,1,0,0
FoodTruck11847,0,0,0,0,1,1,0,1,1,0
FoodTruck11848,1,1,1,1,1,0,1,0,1,0
FoodTruck11849,0,0,0,0,0,0,1,0,0,0
FoodTruck11850,1,1,0,0,0,1,0,1,0,0
FoodTruck11851,1,0,0,1,1,0,1,1,0,0
FoodTruck11852,0,0,1,0,0,1,1,0,1,0
FoodTruck11853,0,0,0,1,0,0,1,0,1,0
FoodTruck11854,1,1,1,1,1,0,1,1,1,0
FoodTruck11855,0,0,0,1,1,1,0,1,1,0
FoodTruck11856,0,1,1,1,0,1,0,0,0,0
FoodTruck11857,1,0,1,0,1,0,1,1,0,0
FoodTruck11858,1,1,1,1,0,0,1,0,1,0
FoodTruck11859,1,0,0,1,1,1,1,1,0,0
FoodTruck11860,1,0,0,0,0,0,1,0,0,0
FoodTruck11861,1,1,1,1,0,1,1,1,1,0
FoodTruck11862,1,0,0,0,1,0,1,0,1,0
FoodTruck11863,0,0,0,1,0,1,1,1,0,0
FoodTruck11864,1,0,1,0,1,0,0,1,0,0
FoodTruck11865,1,0,1,1,1,0,0,0,0,0
FoodTruck11866,0,1,0,0,1,0,0,0,1,0
FoodTruck11867,0,1,1,1,1,1,1,1,1,0
FoodTruck11868,1,1,1,0,0,1,1,0,1,0
FoodTruck11869,1,1,1,0,0,1,1,0,0,0
FoodTruck11870,0,0,0,1,1,1,0,1,1,0
FoodTruck11871,0,1,1,0,0,0,0,1,1,0
FoodTruck11872,1,0,1,1,0,0,0,0,0,0
FoodTruck11873,1,0,0,1,0,0,1,0,1,0
FoodTruck11874,1,1,0,1,0,0,1,1,1,0
FoodTruck11875,1,1,0,0,0,1,0,1,1,0
FoodTruck11876,0,1,0,1,1,0,1,1,0,0
FoodTruck11877,0,0,1,0,1,0,1,1,1,0
FoodTruck11878,0,1,1,0,1,0,0,0,0,0
FoodTruck11879,0,0,1,0,0,0,1,1,1,0
FoodTruck11880,1,1,1,0,0,0,1,1,0,0
FoodTruck11881,0,0,1,0,0,1,0,0,1,0
FoodTruck11882,1,0,0,1,1,0,0,1,1,0
FoodTruck11883,1,1,0,0,0,0,0,1,0,0
FoodTruck11884,0,0,1,0,1,1,0,1,1,0
FoodTruck11885,1,0,0,1,0,0,0,0,0,0
FoodTruck11886,1,0,0,0,1,1,1,0,1,0
FoodTruck11887,1,0,1,1,1,0,0,1,1,0
FoodTruck11888,0,0,0,1,1,1,0,0,1,0
FoodTruck11889,1,1,0,1,1,0,0,1,1,0
FoodTruck11890,0,0,1,1,1,1,1,1,0,0
FoodTruck11891,1,1,1,1,0,0,0,0,1,0
FoodTruck11892,1,0,1,0,1,1,1,1,0,0
FoodTruck11893,0,0,1,1,0,1,0,1,0,0
FoodTruck11894,1,0,0,1,0,1,1,0,1,0
FoodTruck11895,0,0,0,1,0,1,0,1,0,0
FoodTruck11896,1,1,0,1,0,0,0,0,0,0
FoodTruck11897,1,1,1,0,0,0,0,1,0,0
FoodTruck11898,1,0,0,0,1,0,0,0,0,0
FoodTruck11899,0,1,1,0,0,0,1,1,0,0
FoodTruck11900,1,1,1,1,0,1,1,1,0,0
FoodTruck11901,0,1,1,0,1,1,0,1,1,0
FoodTruck11902,0,0,0,1,1,1,0,1,1,0
FoodTruck11903,0,0,1,0,1,1,0,1,1,0
FoodTruck11904,0,0,0,0,1,0,0,0,1,0
FoodTruck11905,1,0,0,1,0,1,1,0,1,0
FoodTruck11906,1,0,0,1,0,1,0,0,1,0
FoodTruck11907,0,0,0,1,1,1,0,0,1,0
FoodTruck11908,1,1,1,0,0,1,1,0,0,0
FoodTruck11909,1,0,1,0,0,0,1,0,0,0
FoodTruck11910,0,1,0,1,1,1,1,1,1,0
FoodTruck11911,1,1,1,0,0,0,1,0,1,0
FoodTruck11912,1,0,0,0,1,1,1,1,1,0
FoodTruck11913,1,0,1,0,0,0,1,0,1,0
FoodTruck11914,1,0,1,1,1,0,1,0,1,0
FoodTruck11915,1,1,1,1,1,0,0,1,1,0
FoodTruck11916,1,0,1,1,1,1,1,1,1,0
FoodTruck11917,0,1,0,1,0,1,1,1,1,0
FoodTruck11918,1,0,1,0,0,0,0,1,1,0
FoodTruck11919,0,1,0,0,1,1,0,0,0,0
FoodTruck11920,0,0,0,1,0,0,0,1,0,0
FoodTruck11921,0,0,0,1,1,1,0,0,1,0
FoodTruck11922,0,0,0,0,0,0,1,0,1,0
FoodTruck11923,0,0,1,0,0,0,1,0,0,0
FoodTruck11924,1,1,0,0,1,1,1,1,0,0
FoodTruck11925,1,0,1,0,1,1,1,0,0,0
FoodTruck11926,1,0,1,0,1,0,0,0,0,0
FoodTruck11927,0,0,1,1,0,1,0,0,1,0
FoodTruck11928,0,0,1,1,0,0,0,1,0,0
FoodTruck11929,1,0,0,0,1,0,0,0,0,0
FoodTruck11930,0,0,1,1,0,0,0,0,1,0
FoodTruck11931,0,0,0,1,0,1,1,0,0,0
FoodTruck11932,0,1,1,0,1,1,1,1,1,0
FoodTruck11933,1,0,1,1,1,1,1,1,1,0
FoodTruck11934,1,0,0,1,1,1,0,1,0,0
FoodTruck11935,0,0,0,1,1,1,1,1,1,0
FoodTruck11936,1,1,0,1,1,1,1,1,0,0
FoodTruck11937,0,0,0,0,1,1,0,1,1,0
FoodTruck11938,0,1,1,0,1,1,1,1,0,0
FoodTruck11939,1,0,0,0,1,1,1,1,0,0
FoodTruck11940,0,0,1,1,1,0,1,0,1,0
FoodTruck11941,0,1,1,0,0,1,1,1,0,0
FoodTruck11942,1,0,1,1,0,1,0,1,1,0
FoodTruck11943,1,0,0,0,0,1,0,0,1,0
FoodTruck11944,1,0,0,1,1,0,0,0,0,0
FoodTruck11945,1,0,0,1,0,0,0,0,0,0
FoodTruck11946,0,0,1,0,0,0,1,0,0,0
FoodTruck11947,1,0,0,0,1,1,1,1,0,0
FoodTruck11948,1,1,1,1,1,0,1,0,1,0
FoodTruck11949,0,1,1,1,0,0,1,0,1,0
FoodTruck11950,1,1,0,0,1,1,1,0,1,0
FoodTruck11951,0,0,0,0,0,0,0,0,1,0
FoodTruck11952,0,1,0,0,1,0,0,0,0,0
FoodTruck11953,1,0,1,1,1,0,0,0,1,0
FoodTruck11954,1,0,0,0,0,1,1,1,0,0
FoodTruck11955,1,1,1,1,1,0,1,0,1,0
FoodTruck11956,0,0,1,1,1,1,0,0,1,0
FoodTruck11957,1,1,1,1,1,1,0,0,1,0
FoodTruck11958,1,0,0,0,0,0,1,1,1,0
FoodTruck11959,1,1,0,1,1,1,1,0,0,0
FoodTruck11960,0,1,1,1,0,1,0,1,1,0
FoodTruck11961,1,0,1,0,0,1,0,0,0,0
FoodTruck11962,0,1,1,0,0,1,1,0,0,0
FoodTruck11963,1,0,1,1,0,0,0,0,1,0
FoodTruck11964,1,0,0,1,0,1,1,1,1,0
FoodTruck11965,0,1,0,0,1,0,1,0,0,0
FoodTruck11966,0,0,0,0,1,1,0,0,0,0
FoodTruck11967,1,0,1,1,1,0,1,0,1,0
FoodTruck11968,1,1,1,1,0,1,1,0,1,0
FoodTruck11969,1,1,1,1,1,0,0,0,1,0
FoodTruck11970,0,1,1,1,1,0,0,1,0,0
FoodTruck11971,0,1,1,0,1,1,0,1,0,0
FoodTruck11972,0,0,0,1,0,0,1,1,1,0
FoodTruck11973,1,1,1,1,1,0,0,0,0,0
FoodTruck11974,0,0,0,0,1,1,0,0,0,0
FoodTruck11975,1,1,0,1,0,1,0,0,0,0
FoodTruck11976,1,0,0,1,1,1,0,1,1,0
FoodTruck11977,1,0,0,0,0,1,1,1,0,0
FoodTruck11978,0,1,1,1,1,1,0,1,1,0
FoodTruck11979,1,0,1,0,0,0,1,0,0,0
FoodTruck11980,0,0,0,1,0,1,0,1,0,0
FoodTruck11981,1,1,1,0,0,0,0,0,1,0
FoodTruck11982,0,0,1,1,1,0,0,0,0,0
FoodTruck11983,1,0,1,1,0,0,0,1,1,0
FoodTruck11984,1,0,1,0,1,0,1,0,1,0
FoodTruck11985,1,0,0,0,1,0,0,0,1,0
FoodTruck11986,1,0,0,1,0,1,0,1,0,0
FoodTruck11987,1,0,1,1,1,0,0,1,0,0
FoodTruck11988,0,0,1,0,0,0,0,0,1,0
FoodTruck11989,0,1,1,1,1,1,1,0,1,0
FoodTruck11990,1,0,1,0,1,0,0,1,0,0
FoodTruck11991,0,0,1,0,0,0,0,0,0,0
FoodTruck11992,0,0,1,0,0,0,1,1,1,0
FoodTruck11993,0,0,1,1,0,0,0,0,1,0
FoodTruck11994,1,1,1,1,1,0,1,0,0,0
FoodTruck11995,1,0,1,1,0,0,0,0,1,0
FoodTruck11996,1,1,0,1,0,0,0,1,1,0
FoodTruck11997,1,1,0,1,0,1,0,1,1,0
FoodTruck11998,1,0,1,1,1,1,1,0,1,0
FoodTruck11999,1,1,1,1,1,1,0,0,0,0
FoodTruck12000,1,0,0,0,0,1,1,0,0,0
FoodTruck12001,0,1,0,0,1,1,1,0,1,0
FoodTruck12002,1,1,1,1,1,0,0,1,0,0
FoodTruck12003,0,0,1,1,1,0,1,1,1,0
FoodTruck12004,0,0,1,1,0,0,1,1,1,0
FoodTruck12005,1,1,0,1,1,1,0,1,1,0
FoodTruck12006,1,1,1,1,1,0,0,0,0,0
FoodTruck12007,0,0,1,1,1,1,0,0,1,0
FoodTruck12008,0,0,0,1,0,1,0,0,0,0
FoodTruck12009,1,1,0,1,0,0,0,0,0,0
FoodTruck12010,1,1,0,1,1,0,0,0,1,0
FoodTruck12011,1,1,0,0,1,1,0,1,0,0
FoodTruck12012,1,1,1,0,1,1,1,0,1,0
FoodTruck12013,1,1,0,0,1,0,1,0,1,0
FoodTruck12014,0,0,1,1,0,0,1,1,1,0
FoodTruck12015,1,0,0,0,0,1,0,0,0,0
FoodTruck12016,1,0,0,1,0,1,0,1,1,0
FoodTruck12017,0,1,0,0,1,1,1,1,1,0
FoodTruck12018,0,1,0,0,1,0,0,0,1,0
FoodTruck12019,0,1,0,1,1,0,1,1,0,0
FoodTruck12020,0,1,1,1,0,0,0,1,1,0
FoodTruck12021,0,0,1,0,0,1,0,1,0,0
FoodTruck12022,0,0,1,0,0,0,1,0,1,0
FoodTruck12023,1,1,0,1,0,1,0,0,1,0
FoodTruck12024,0,0,0,0,1,0,1,0,1,0
FoodTruck12025,0,0,1,1,1,1,1,1,0,0
FoodTruck12026,1,1,1,0,0,0,1,0,0,0
FoodTruck12027,0,0,0,1,1,1,1,0,0,0
FoodTruck12028,0,1,0,0,0,0,0,1,1,0
FoodTruck12029,1,1,0,0,0,1,1,0,1,0
FoodTruck12030,1,0,1,1,1,1,0,0,0,0
FoodTruck12031,0,1,1,1,1,1,0,0,0,0
FoodTruck12032,1,0,1,1,1,1,0,1,1,0
FoodTruck12033,0,1,1,0,1,0,1,0,1,0
FoodTruck12034,1,0,0,1,1,1,0,0,0,0
FoodTruck12035,0,1,1,0,0,1,1,1,0,0
FoodTruck12036,0,1,0,0,1,1,0,0,0,0
FoodTruck12037,0,1,1,1,1,0,0,0,1,0
FoodTruck12038,1,0,0,1,0,1,1,1,0,0
FoodTruck12039,0,0,0,1,1,0,0,0,0,0
FoodTruck12040,0,0,1,1,0,0,1,1,0,0
FoodTruck12041,1,0,1,1,1,1,1,0,0,0
FoodTruck12042,1,1,1,0,1,0,1,0,1,0
FoodTruck12043,0,0,0,1,0,1,1,0,0,0
FoodTruck12044,1,0,0,1,0,0,1,0,0,0
FoodTruck12045,0,0,1,1,0,0,1,0,0,0
FoodTruck12046,1,1,1,1,0,0,0,0,1,0
